,Screen_Size,Screen_Tech,Screen_Body_Ratio,CPU_Model,CPU_Freq,GPU_Model,RAM,Operating_System,CPU_Tickness,GPU_Freq,RAM_Type,Camera_Resolution,Selfie_Camera_Resolution,Width,Height,Tickness,Weight,Charge_Type,Battery_Size,Storage_Capacity,Release_Year,PRICE
706,6.2 inç,IPS LCD,80.86 %,Qualcomm SDM450 Snapdragon 450,1.8 GHz,Adreno 630,4 GB RAM,Android 8.1 (Oreo),14 nm,650 MHz,LPDDR3,13 MP,16 MP,75.4 mm,6.2 inç,8.1 mm,168 gr,Micro-USB,4230 mAh,64 GB,2018,"5.879,02 TL"
707,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,15:9,Missing,Missing,95 g,Missing,Missing,Missing,Missing,"313,40 TL"
708,6.67 inç,IPS LCD,84.24 %,MediaTek Helio G80 (MT6769V),2.0 GHz,Mali-G52 MC2,3 GB RAM,Android 11,12 nm,950 MHz,LPDDR4x,16 MP,8 Mp,76.8 mm,6.67 inç,8.9 mm,199 gr,USB Type-C,5000 mAh,64 GB,2021,"2.379,00 TL"
709,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"230,00 TL"
710,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,135 g,Missing,Missing,Missing,Missing,"880,00 TL"
711,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"89 x 42 x 17,7 mm",Missing,Missing,Missing,Missing,Missing,Missing,"826,44 TL"
712,6.59 inç,IPS LCD,84.7 %,Hisilicon Kirin 710F,2.2 GHz,Mali-G51 MP4,6 GB RAM,Android 9.0 (Pie),12 nm,1000 MHz,Missing,48 MP,16 MP,77.2 mm,6.59 inç,8.8 mm,206 gr,USB Type-C,4000 mAh,128 GB,2019,"4.409,02 TL"
713,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,28 nm,Missing,LPDDR3,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"1.067,22 TL"
714,6.21 inç,IPS LCD,83.13 %,MediaTek MT6763 (Helio P23),2.0 GHz,Mali-G71 MP2,4 GB RAM,Android 9.0 (Pie),16 nm,770 MHz,Missing,16 MP,8 Mp,74 mm,6.21 inç,8 mm,180 gr,USB Type-C,3200 mAh,64 GB,2019,"1.649,00 TL"
715,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,16:9,Missing,Missing,143 g,Missing,Missing,Missing,Missing,"1.799,00 TL"
716,6.53 inç,IPS LCD,83.5 %,MediaTek Helio G85,2.0 GHz,Mali-G52 MC2,6 GB RAM,Android 10.0,12 nm,1000 MHz,LPDDR4x,48 MP,13 MP,77.2 mm,6.53 inç,8.9 mm,199 gr,USB Type-C,5020 mAh,128 GB,2020,"3.570,00 TL"
717,5.2 inç,IPS LCD,69.47 %,Qualcomm MSM8940 Snapdragon 435,1.4 GHz,Adreno 505,4 GB RAM,Android 7.1.1 (Nougat),28 nm,450 MHz,LPDDR3,13 MP,8 Mp,73 mm,5.2 inç,7.4 mm,146 gr,USB Type-C,3050 mAh,64 GB,2017,"1.950,20 TL"
718,5.8 inç,OLED,79.4 %,Apple A12 Bionic,2.5 GHz,Apple G11P MP4,4 GB RAM,iOS 12,7 nm,Missing,LPDDR4x,12 MP,7 MP,70.9 mm,5.8 inç,7.7 mm,177 gr,Lightning,2658 mAh,512 GB,2018,"14.451,68 TL"
719,6.22 inç,IPS LCD,81.07 %,Qualcomm Snapdragon 439 (SDM439),1.95 GHz,Adreno 505,3 GB RAM,Android 9.0 (Pie),12 nm,Missing,LPDDR3,12 MP,8 Mp,75.41 mm,6.22 inç,9.4 mm,188 gr,USB Type-C,5000 mAh,32 GB,2019,"2.700,00 TL"
720,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"899,00 TL"
721,6.1 inç,OLED,86.0 %,Apple A15 Bionic,3.22 GHz,Apple Quad-Core,4 GB RAM,iOS 15,5 nm,Missing,LPDDR5,12 MP,12 MP,71.5 mm,6.1 inç,7.7 mm,174 gr,Lightning,3240 mAh,512 GB,2021,"17.759,00 TL"
722,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,16:9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"349,99 TL"
723,6.43 inç,Fluid AMOLED,84.9 %,Qualcomm SM7225 Snapdragon 750G 5G,2.2 GHz,Adreno 619,12 GB RAM,Android 11,8 nm,Missing,LPDDR4x,64 MP,16 MP,73.5 mm,6.43 inç,7.9 mm,170 gr,USB Type-C,4500 mAh,256 GB,2021,"6.349,00 TL"
724,5.9 inç,IPS LCD,76.48 %,HiSilicon Kirin 659,2.36 GHz,Mali-T830 MP2,4 GB RAM,Android 7.0 (Nougat),16 nm,600 MHz,LPDDR3,16 MP,13 MP,75.2 mm,5.9 inç,7.5 mm,164 gr,Micro-USB,3340 mAh,64 GB,2017,"4.330,62 TL"
725,6.5 inç,IPS LCD,83.5 %,MediaTek Helio G88,2.0 GHz,Mali-G52 MC2,4 GB RAM,Android 11,12 nm,Missing,LPDDR4x,50 MP,8 Mp,75.5 mm,6.5 inç,8.9 mm,181 gr,USB Type-C,5000 mAh,64 GB,2021,"3.699,00 TL"
726,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"2.595,04 TL"
727,6.5 inç,IPS LCD,84.1 %,Mediatek MT6785 Helio G90T,2.05 GHz,Mali-G76 MC4,4 GB RAM,Android 10.0,12 nm,800 MHz,LPDDR4x,64 MP,16 MP,74.8 mm,6.5 inç,8.9 mm,191 gr,USB Type-C,4300 mAh,128 GB,2020,"4.081,70 TL"
728,2.4 inç,TFT,30.1 %,Missing,Missing,Missing,16 MB RAM,Missing,Missing,Missing,Missing,0.3 MP,0.3 MP,50.2 mm,2.4 inç,13.5 mm,82.6 gr,Micro-USB,1020 mAh,Missing,2016,"389,99 TL"
729,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"376,00 TL"
730,6.21 inç,IPS LCD,83.13 %,MediaTek MT6763 (Helio P23),2.0 GHz,Mali-G71 MP2,4 GB RAM,Android 9.0 (Pie),16 nm,770 MHz,Missing,16 MP,8 Mp,74 mm,6.21 inç,8 mm,180 gr,USB Type-C,3200 mAh,64 GB,2019,"1.649,00 TL"
731,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,103 g,Missing,Missing,Missing,Missing,"399,00 TL"
732,6.4 inç,Super AMOLED,84.5 %,Samsung Exynos 7 Series 7904,1.8 GHz,Mali-G71 MP2,4 GB RAM,Android 9.0 (Pie),14 nm,Missing,Missing,25 MP,16 MP,74.7 mm,6.4 inç,7.8 mm,166 gr,USB Type-C,4000 mAh,64 GB,2019,"3.331,02 TL"
733,6.21 inç,IPS LCD,83.13 %,MediaTek MT6763 (Helio P23),2.0 GHz,Mali-G71 MP2,4 GB RAM,Android 9.0 (Pie),16 nm,770 MHz,Missing,16 MP,8 Mp,74 mm,6.21 inç,8 mm,180 gr,USB Type-C,3200 mAh,64 GB,2019,"1.649,00 TL"
734,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,16:9,Missing,Missing,143 g,Missing,Missing,Missing,Missing,"2.500,00 TL"
735,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"1.249,00 TL"
736,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"1.249,00 TL"
737,6.1 inç,Dynamic AMOLED,88.01 %,Samsung Exynos 9 Series 9820,2.73 GHz,Mali-G76 MP12,6 GB RAM,Android 9.0 (Pie),8 nm,Missing,LPDDR4x,12 MP,10 MP,70.4 mm,6.1 inç,7.8 mm,157 gr,USB Type-C,3400 mAh,128 GB,2019,"12.739,02 TL"
738,6.58 inç,IPS LCD,84.5 %,Qualcomm SDM665 Snapdragon 665,2.0 GHz,Adreno 610,8 GB RAM,Android 11,11 nm,Missing,LPDDR4x,48 MP,16 MP,75.3 mm,6.58 inç,8.4 mm,188 gr,USB Type-C,5000 mAh,128 GB,2020,"3.599,00 TL"
739,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"318,00 TL"
740,6.6 inç,IPS LCD,84.7 %,Qualcomm SM7125 Snapdragon 720G,2.3 GHz,Adreno 618,8 GB RAM,Android 10.0,8 nm,750 MHz,LPDDR4x,64 MP,16 MP,75.8 mm,6.6 inç,8.9 mm,202 gr,USB Type-C,4300 mAh,128 GB,2020,"5.153,82 TL"
741,6.67 inç,Super AMOLED,87.2 %,Qualcomm SM8250 Snapdragon 865,2.84 GHz,Adreno 650,6 GB RAM,Android 10.0,7 nm+,587 MHz,LPDDR4x,64 MP,20 MP,75.4 mm,6.67 inç,8.9 mm,219 gr,USB Type-C,4700 mAh,128 GB,2020,"5.840,00 TL"
742,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,77 g,Missing,Missing,Missing,Missing,"230,00 TL"
743,5.99 inç,IPS LCD,77.43 %,Qualcomm MSM8953 Snapdragon 625,2.0 GHz,Adreno 506,4 GB RAM,Android 7.1.2 (Nougat),14 nm,650 MHz,LPDDR3,12 MP,5 MP,75.45 mm,5.99 inç,8.05 mm,180 gr,Micro-USB,4000 mAh,64 GB,2017,"2.749,00 TL"
744,5.0 inç,IPS LCD,68.36 %,Qualcomm MSM8909 Snapdragon 212,1.3 GHz,Adreno 304,2 GB RAM,Android 6.0.1 (Marshmallow),28 nm,Missing,LPDDR3,8 MP,5 MP,71 mm,5.0 inç,8.5 mm,150 gr,Micro-USB,2230 mAh,16 GB,2017,"1.400,00 TL"
745,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"1.175,02 TL"
746,6.18 inç,IPS LCD,80.84 %,MediaTek MT6763T Helio P23,2.5 GHz,Mali-G71 MP2,4 GB RAM,Android 8.1 (Oreo),16 nm,770 MHz,LPDDR4x,16 MP,16 MP,75.6 mm,6.18 inç,7.9 mm,168 gr,USB Type-C,3300 mAh,64 GB,2018,"2.599,00 TL"
747,6.67 inç,AMOLED,85.1 %,Qualcomm SM8350 Snapdragon 888 5G,2.84 GHz,Adreno 660,8 GB RAM,Android 11,5 nm,840 MHz,LPDDR5,108 MP,16 MP,76.9 mm,6.67 inç,8.8 mm,204 gr,USB Type-C,5000 mAh,256 GB,2021,"15.091,02 TL"
748,5.0 inç,IPS LCD,65.36 %,Qualcomm MSM8909 Snapdragon 212,1.3 GHz,Adreno 304,1 GB RAM,Android 7.1.1 (Nougat),28 nm,Missing,LPDDR3,8 MP,8 Mp,71.3 mm,5.0 inç,9.3 mm,162 gr,Micro-USB,4100 mAh,8 GB,2017,"2.449,02 TL"
749,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,150 g,Missing,Missing,Missing,Missing,"637,54 TL"
750,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,16:9,Missing,Missing,167 g,Missing,Missing,Missing,Missing,"777,06 TL"
751,6.28 inç,AMOLED,82.87 %,Qualcomm SDM 845 Snapdragon 845,2.8 GHz,Adreno 630,8 GB RAM,Android 8.1 (Oreo),Missing,Missing,Missing,16 MP,16 MP,75.4 mm,6.28 inç,7.75 mm,177 gr,USB Type-C,3300 mAh,128 GB,2018,"5.399,00 TL"
752,5.15 inç,IPS LCD,72.68 %,MediaTek MT6762 Helio P22,2.0 GHz,PowerVR GE8320,3 GB RAM,Android 8.1 (Oreo),12 nm,650 MHz,LPDDR3,12 MP,8 Mp,71.5 mm,5.15 inç,8.3 mm,146 gr,Micro-USB,3350 mAh,32 GB,2018,"3.799,00 TL"
753,6.2 inç,IPS LCD,80.34 %,Qualcomm SDM450 Snapdragon 450,1.8 GHz,Adreno 506,4 GB RAM,Android 8.1 (Oreo),14 nm,650 MHz,LPDDR3,12 MP,16 MP,76 mm,6.2 inç,7.75 mm,160 gr,Micro-USB,3400 mAh,64 GB,2018,"2.789,00 TL"
754,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,16:9,Missing,Missing,93 g,Missing,Missing,Missing,Missing,"299,00 TL"
755,6.5 inç,IPS LCD,81.7 %,MediaTek Helio G85,2.0 GHz,Mali-G52 MC2,4 GB RAM,Android 11,12 nm,1000 MHz,Missing,13 MP,8 Mp,75.9 mm,6.5 inç,9.6 mm,209 gr,USB Type-C,6000 mAh,64 GB,2021,"3.069,99 TL"
756,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"1.099,00 TL"
757,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"650,00 TL"
758,5.65 inç,IPS LCD,76.17 %,HiSilicon Kirin 659,2.36 GHz,Mali-G51 MP2,3 GB RAM,Android 8.0 (Oreo),16 nm,Missing,LPDDR3,13 MP,2 MP,72.05 mm,5.65 inç,7.45 mm,145 gr,Micro-USB,3000 mAh,32 GB,2018,"2.429,00 TL"
759,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"409,99 TL"
760,6.67 inç,IPS LCD,84.0 %,Qualcomm SM6115 Snapdragon 662,2.0 GHz,Adreno 610,6 GB RAM,Android 11,11 nm,950 MHz,LPDDR4x,64 MP,16 MP,76.9 mm,6.67 inç,9.1 mm,199 gr,USB Type-C,5000 mAh,256 GB,2021,"4.199,00 TL"
761,5.71 inç,IPS LCD,78.1 %,Mediatek MT6761 Helio A22,2.0 GHz,PowerVR GE8320,3 GB RAM,Android 9.0 (Pie),12 nm,Missing,Missing,13 MP,5 MP,70.8 mm,5.71 inç,8.5 mm,146 gr,Micro-USB,3020 mAh,64 GB,2019,"2.439,22 TL"
762,5.7 inç,IPS LCD,75.4 %,Qualcomm MSM8917 Snapdragon 425,1.4 GHz,Adreno 308,2 GB RAM,Android 8.0 (Oreo),28 nm,500 MHz,Missing,13 MP,8 Mp,73 mm,5.7 inç,7.8 mm,150 gr,Micro-USB,3000 mAh,16 GB,2018,"1.749,00 TL"
763,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"500,00 TL"
764,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,150 g,Missing,Missing,Missing,Missing,"1.299,00 TL"
765,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,16:9,Missing,Missing,142 g,Missing,Missing,Missing,Missing,"1.199,00 TL"
766,6.39 inç,AMOLED,86.09 %,Qualcomm Snapdragon 855 (SM8150),2.84 GHz,Adreno 640,6 GB RAM,Android 9.0 (Pie),7 nm,585 MHz,LPDDR4x,48 MP,20 MP,74.3 mm,6.39 inç,8.8 mm,191 gr,USB Type-C,4000 mAh,128 GB,2019,"4.409,02 TL"
767,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"350,00 TL"
768,6.5 inç,IPS LCD,83.5 %,MediaTek Helio G88,2.0 GHz,Mali-G52 MC2,4 GB RAM,Android 11,12 nm,Missing,LPDDR4x,50 MP,8 Mp,75.5 mm,6.5 inç,8.9 mm,181 gr,USB Type-C,5000 mAh,64 GB,2021,"3.699,00 TL"
769,6.1 inç,IPS LCD,80.3 %,MediaTek MT6762 Helio P22,2.0 GHz,PowerVR GE8320,3 GB RAM,Android 9.0 (Pie),12 nm,650 MHz,Missing,13 MP,5 MP,73.7 mm,6.1 inç,8.5 mm,166 gr,Micro-USB,4000 mAh,64 GB,2019,"2.499,99 TL"
770,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,122 g,Missing,Missing,Missing,Missing,"599,00 TL"
771,6.47 inç,OLED,88.25 %,HiSilicon Kirin 980,2.6 GHz,Mali-G76 MP10,6 GB RAM,Android 9.0 (Pie),7 nm,720 MHz,LPDDR4x,40 MP,32 MP,73.4 mm,6.47 inç,8.41 mm,192 gr,USB Type-C,4200 mAh,128 GB,2019,"12.985,00 TL"
772,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,16:9,Missing,Missing,143 g,Missing,Missing,Missing,Missing,"1.799,00 TL"
773,6.0 inç,OLED,80.87 %,HiSilicon Kirin 970,2.36 GHz,Mali-G72 MP12,4 GB RAM,Android 8.0 (Oreo),10 nm,767 MHz,LPDDR4x,20 MP,8 Mp,74.5 mm,6.0 inç,7.9 mm,178 gr,USB Type-C,4000 mAh,128 GB,2017,"8.819,02 TL"
774,6.4 inç,Super AMOLED,84.04 %,Samsung Exynos 9 9810,2.7 GHz,Mali-G72 MP18,6 GB RAM,Android 8.1 (Oreo),10 nm,710 MHz,LPDDR4x,12 MP,8 Mp,76.4 mm,6.4 inç,8.8 mm,201 gr,USB Type-C,4000 mAh,128 GB,2018,"10.290,00 TL"
775,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,150 g,Missing,Missing,Missing,Missing,"1.299,00 TL"
776,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,12 nm,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"1.959,00 TL"
777,5.5 inç,IPS LCD,74.7 %,UNISOC SC9863A,1.6 GHz,PowerVR GE8322,4 GB RAM,Android 9.0 (Pie),28 nm,550 MHz,Missing,13 MP,5 MP,70.7 mm,5.5 inç,8.6 mm,146 gr,Micro-USB,3060 mAh,64 GB,2019,"1.960,00 TL"
778,6.22 inç,IPS LCD,81.07 %,Qualcomm SDM439 Snapdragon 439,1.95 GHz,Adreno 505,2 GB RAM,Android 9.0 (Pie),Missing,Missing,Missing,12 MP,12 MP,75.41 mm,6.22 inç,9.4 mm,188 gr,USB Type-C,5000 mAh,32 GB,2019,"2.600,00 TL"
779,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"650,00 TL"
780,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"1.199,00 TL"
781,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,138 g,Missing,Missing,Missing,Missing,"9.289,89 TL"
782,6.26 inç,IPS LCD,77.87 %,UNISOC SC9863A,1.6 GHz,PowerVR GE8322,4 GB RAM,Android 11,28 nm,550 MHz,LPDDR4x,8 MP,5 MP,77.2 mm,6.26 inç,9.25 mm,190 gr,Micro-USB,3800 mAh,64 GB,2021,"1.699,00 TL"
783,6.22 inç,IPS LCD,81.24 %,MediaTek MT6762 Helio P22,2.0 GHz,PowerVR GE8320,3 GB RAM,Android 9.0 (Pie),12 nm,650 MHz,Missing,13 MP,8 Mp,75.2 mm,6.22 inç,8.4 mm,163 gr,Micro-USB,3500 mAh,32 GB,2019,"2.057,02 TL"
784,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"235,90 TL"
785,6.5 inç,IPS LCD,80.6 %,Missing,2.0 GHz,Missing,3 GB RAM,Android 10.0,Missing,Missing,Missing,13 MP,8 Mp,76.4 mm,6.5 inç,8.2 mm,Missing,USB Type-C,4000 mAh,32 GB,2020,"2.580,25 TL"
786,6.7 inç,Super AMOLED,85.76 %,Qualcomm SM7150-AB Snapdragon 730G,2.2 GHz,Adreno 618,8 GB RAM,Android 9.0 (Pie),8 nm,Missing,LPDDR4x,48 MP,48 MP,76.5 mm,6.7 inç,9.3 mm,220 gr,USB Type-C,3700 mAh,128 GB,2019,"6.889,99 TL"
787,5.45 İnç,TFT LCD,71.74 %,MediaTek MT6739,1.5 GHz,PowerVR GE8100,1 GB RAM,Android 9.0 Pie (Go Edition),Missing,Missing,Missing,8 MP,5 MP,71.9 mm,5.45 İnç,8.3 mm,153 gr,Micro-USB,3000 mAh,16 GB,2019,"1.789,00 TL"
788,6.53 inç,IPS LCD,85.4 %,Qualcomm SM6125 Snapdragon 665,2.0 GHz,Adreno 610,6 GB RAM,Android 10.0,11 nm,Missing,Missing,48 MP,16 MP,75.6 mm,6.53 inç,8.4 mm,180 gr,USB Type-C,4000 mAh,256 GB,2020,"3.899,00 TL"
789,5.99 inç,IPS LCD,76.26 %,Qualcomm MSM8937 Snapdragon 430,1.4 GHz,Adreno 505,2 GB RAM,Android 8.0 (Oreo),28 nm,450 MHz,LPDDR3,13 MP,8 Mp,76.7 mm,5.99 inç,7.8 mm,155 gr,Micro-USB,3000 mAh,16 GB,2018,"2.303,00 TL"
790,6.8 inç,Dynamic AMOLED,92.23 %,Samsung Exynos 9825,2.73 GHz,Mali-G76 MP12,12 GB RAM,Android 9.0 (Pie),7 nm,672 MHz,LPDDR4x,12 MP,10 MP,77.1 mm,6.8 inç,7.9 mm,198 gr,USB Type-C,4300 mAh,256 GB,2019,"15.680,00 TL"
791,6.26 inç,IPS LCD,80.07 %,Qualcomm SDM632 Snapdragon 632,1.8 GHz,Adreno 506,3 GB RAM,Android 8.1 (Oreo),14 nm,725 MHz,LPDDR3,13 MP,8 Mp,75.94 mm,6.26 inç,7.98 mm,167 gr,Micro-USB,4000 mAh,32 GB,2018,"3.389,00 TL"
792,5.0 inç,IPS LCD,65.36 %,Qualcomm MSM8909 Snapdragon 212,1.3 GHz,Adreno 304,1 GB RAM,Android 7.1.1 (Nougat),28 nm,Missing,LPDDR3,8 MP,8 Mp,71.3 mm,5.0 inç,9.3 mm,162 gr,Micro-USB,4100 mAh,8 GB,2017,"2.449,02 TL"
793,5.65 inç,IPS LCD,76.63 %,Qualcomm SDM630 Snapdragon 630,2.2 GHz,Adreno 508,4 GB RAM,Android 8.0 (Oreo),14 nm,650 MHz,LPDDR4,16 MP,5 MP,72.1 mm,5.65 inç,7.9 mm,185 gr,USB Type-C,3400 mAh,64 GB,2018,"2.379,00 TL"
794,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,15:9,Missing,Missing,95 g,Missing,Missing,Missing,Missing,"313,40 TL"
795,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"349,99 TL"
796,4.7 inç,IPS LCD,65.4 %,Apple A13 Bionic,2.65 GHz,Apple GPU,3 GB RAM,iOS 13,7 nm+,Missing,Missing,12 MP,7 MP,67.3 mm,4.7 inç,7.3 mm,148 gr,Lightning,1821 mAh,256 GB,2020,"9.500,00 TL"
797,6.52 inç,IPS LCD,82.1 %,Mediatek MT6763V Helio P23,2.0 GHz,Mali-G71 MP2,4 GB RAM,Android 9.0 (Pie),16 nm,Missing,Missing,16 MP,8 Mp,75.8 mm,6.52 inç,8.4 mm,178 gr,Missing,4000 mAh,64 GB,2019,"2.449,02 TL"
798,5.5 inç,Super AMOLED,73.25 %,MediaTek MT6757CD Helio P25,2.39 GHz,Mali-T880 MP2,3 GB RAM,Android 7.1.1 (Nougat),16 nm,1000 MHz,LPDDR3,13 MP,16 MP,74.7 mm,5.5 inç,7.9 mm,180 gr,Micro-USB,3000 mAh,32 GB,2017,"2.490,00 TL"
799,5.5 inç,IPS LCD,67.41 %,Apple A11 Bionic,2.1 GHz,Missing,3 GB RAM,iOS 11,Missing,Missing,Missing,12 MP,7 MP,78.1 mm,5.5 inç,7.5 mm,202 gr,Lightning,2675 mAh,256 GB,2017,"14.299,00 TL"
800,6.53 inç,IPS LCD,83.4%,Qualcomm SM6115 Snapdragon 662,2.0 GHz,Adreno 610,4 GB RAM,Android 10.0,11 nm,Missing,LPDDR4x,48 MP,8 Mp,77.3 mm,6.53 inç,9.6 mm,198 gr,USB Type-C,6000 mAh,128 GB,2020,"4.203,22 TL"
801,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,85 g,Missing,Missing,Missing,Missing,"339,00 TL"
802,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"88,1 x 45,6 x 19,8 mm",Missing,74 g,Missing,Missing,Missing,Missing,"279,99 TL"
803,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,11 nm,Missing,LPDDR4x,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"4.899,02 TL"
804,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"329,99 TL"
805,5.2 inç,IPS LCD,69.47 %,Qualcomm MSM8940 Snapdragon 435,1.4 GHz,Adreno 505,4 GB RAM,Android 7.1.1 (Nougat),28 nm,450 MHz,LPDDR3,13 MP,8 Mp,73 mm,5.2 inç,7.4 mm,146 gr,USB Type-C,3050 mAh,64 GB,2017,"1.950,20 TL"
806,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"1.292,62 TL"
807,5.99 inç,IPS LCD,76.3 %,Qualcomm MSM8937 Snapdragon 430,1.4 GHz,Adreno 505,3 GB RAM,Android 8.0 (Oreo),28 nm,450 MHz,LPDDR3,13 MP,8 Mp,76.7 mm,5.99 inç,7.8 mm,155 gr,Micro-USB,3000 mAh,32 GB,2018,"2.450,00 TL"
808,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,18:9,Missing,Missing,162 g,Missing,Missing,Missing,Missing,"4.214,00 TL"
